airport_name,airport_kr_name,airport_iata_code,airport_iso_country,airport_continent
Prospect Creek Airport,프로스펙트 크릭 공항,PPC,US,NA
Quinhagak Airport,퀸하각 공항,KWN,US,NA
Nuiqsut Airport,누이크수트 공항,NUI,US,NA
Arctic Village Airport,북극 마을 공항,ARC,US,NA
Russian Mission Airport,러시안 미션 공항,RSH,US,NA
Ruby Airport,루비 공항,RBY,US,NA
Savoonga Airport,사분가 공항,SVA,US,NA
Deadhorse Airport,데드호스 공항,SCC,US,NA
Sand Point Airport,샌드 포인트 공항,SDP,US,NA
Shishmaref Airport,시슈마레프 공항,SHH,US,NA
Sitka Rocky Gutierrez Airport,시트카 록키 구티에레즈 공항,SIT,US,NA
Selawik Airport,셀라윅 공항,WLK,US,NA
Sleetmute Airport,슬리트무트 공항,SLQ,US,NA
St Mary's Airport,세인트 메리 공항,KSM,US,NA
St Paul Island Airport,세인트폴 아일랜드 공항,SNP,US,NA
Seldovia Airport,셀도비아 공항,SOV,US,NA
Sheep Mountain Airport,쉽마운틴 공항,SMU,US,NA
Summit Airport,서밋 공항,UMM,US,NA
Sparrevohn LRRS Airport,스파레본 LRRS 공항,SVW,US,NA
Skwentna Airport,스크벤트나 공항,SKW,US,NA
Soldotna Airport,솔도트나 공항,SXQ,US,NA
Ralph M Calhoun Memorial Airport,랠프 M 칼훈 메모리얼 공항,TAL,US,NA
Tin City Long Range Radar Station Airport,Tin City 장거리 레이더 스테이션 공항,TNC,US,NA
Teller Airport,텔러 공항,TLA,US,NA
Togiak Airport,토기악 공항,TOG,US,NA
Talkeetna Airport,탈키트나 공항,TKA,US,NA
Tatalina LRRS Airport,타탈리나 LRRS 공항,TLJ,US,NA
Atqasuk Edward Burnell Sr Memorial Airport,앳가숙 에드워드 버넬 시니어 메모리얼 공항,ATK,US,NA
Alakanuk Airport,알라카누크 공항,AUK,US,NA
Umiat Airport,우미아트 공항,UMT,US,NA
Unalakleet Airport,어널래클릿 공항,UNK,US,NA
Willow Airport,윌로우 공항,WOW,US,NA
Akutan Airport,에어포트 아큐테인,KQA,US,NA
Chevak Airport,체박 공항,VAK,US,NA
King Cove Airport,킹 코브 공항,KVC,US,NA
Venetie Airport,베니스 공항,VEE,US,NA
Kivalina Airport,키발리나 공항,KVL,US,NA
Beaver Airport,비버 공항,WBQ,US,NA
Seward Airport,수어드 공항,SWD,US,NA
Wrangell Airport,랭겔 공항,WRG,US,NA
Wainwright Airport,웨인라이트 공항,AIN,US,NA
White Mountain Airport,화이트 마운틴 공항,WMO,US,NA
Noatak Airport,노아탁 공항,WTK,US,NA
Wasilla Airport,와실라 공항,WWA,US,NA
Yakutat Airport,야쿠타트 공항,YAK,US,NA
Canton Island Airport,캔턴 아일랜드 공항,CIS,KI,OC
Boun Neau Airport,분 노 공항,PCQ,LA,AS
Pindiu Airport,핀디우 공항,PDI,PG,OC
Pebane Airport,페베인 공항,PEB,MZ,AF
Akiak Airport,아키악 공항,AKI,US,NA
Allakaket Airport,알라카켓 공항,AET,US,NA
Pacific City State Airport,퍼시픽시티 주립공항,PFC,US,NA
Chenega Bay Airport,체네가 베이 공항,NCN,US,NA
Clarks Point Airport,클락스 포인트 공항,CLP,US,NA
Elim Airport,엘림 공항,ELI,US,NA
Kasigluk Airport,카시글루크 공항,KUK,US,NA
Kokhanok Airport,코카녹 공항,KNK,US,NA
Kotlik Airport,코틀리크 공항,KOT,US,NA
Brevig Mission Airport,브레빅 미션 공항,KTS,US,NA
Koyukuk Airport,코유쿡 공항,KYU,US,NA
Kwethluk Airport,웨트룩 공항,KWT,US,NA
Robert (Bob) Curtis Memorial Airport,로버트(밥) 커티스 메모리얼 공항,ORV,US,NA
Shaktoolik Airport,샤크툴릭 공항,SKK,US,NA
Tok Junction Airport,톡 정션 공항,TKJ,US,NA
South Naknek Number 2 Airport,사우스 나크넥 2번 공항,WSN,US,NA
Fort Yukon Airport,포트 유콘 공항,FYU,US,NA
Cape Rodney Airport,케이프 로드니 공항,CPN,PG,OC
Emirau Airport,에미라우 공항,EMI,PG,OC
Erave Airport,에라베 공항,ERE,PG,OC
Esa'ala Airport,에사알라 공항,ESA,PG,OC
Garaina Airport,가라이나 공항,GAR,PG,OC
Gonaili Airport,고나일리 공항,GOE,PG,OC
Biangabip Airport,비앙가빕 공항,BPK,PG,OC
Minj Airport,민즈 공항,MZN,PG,OC
Anguganak Airport,안구가낙 공항,AKG,PG,OC
Tadji Airport,타지 공항,TAJ,PG,OC
Awaba Airport,아와바 공항,AWB,PG,OC
Bialla Airport,비알라 공항,BAA,PG,OC
Chungribu Airport,충리부 공항,CVB,PG,OC
Gasmata Island Airport,가스마타섬 공항,GMI,PG,OC
Green River Airport,그린리버 공항,GVI,PG,OC
Hayfields Airport,헤이필즈 공항,HYF,PG,OC
Ihu Airport,페이스 공항,IHU,PG,OC
Nissan Island Airport,닛산 아일랜드 공항,IIS,PG,OC
Jacquinot Bay Airport,재키노 베이 공항,JAQ,PG,OC
Kandrian Airport,칸드리안 공항,KDR,PG,OC
Kokoda Airport,코코다 공항,KKD,PG,OC
Kamusi Airport,사전 공항,KUY,PG,OC
Kawito Airport,카위토 공항,KWO,PG,OC
Lumi Airport,루미 공항,LMI,PG,OC
Lake Murray Airport,레이크 머레이 공항,LMY,PG,OC
Obo Airport,오보 공항,OBX,PG,OC
Balimo Airport,발리모 공항,OPU,PG,OC
Suki Airport,Suki Airport,SKC,PG,OC
Tufi Airport,투피 공항,TFI,PG,OC
Telefomin Airport,텔레포민 공항,TFM,PG,OC
Tol Airport,톨 공항,TLO,PG,OC
Sule Airport,술레 공항,ULE,PG,OC
Baimuru Airport,바이무루 공항,VMU,PG,OC
Wipim Airport,위핌 공항,WPM,PG,OC
Yegepa Airport,예파 공항,PGE,PG,OC
Port Graham Airport,포트 그레이엄 공항,PGM,US,NA
Rota International Airport,로타 국제공항,ROP,MP,OC
Saipan International Airport,사이판 국제공항,SPN,MP,OC
Antonio B. Won Pat International Airport,안토니오 B. 원 팻 국제공항,GUM,GU,OC
Tinian International Airport,티니안 국제공항,TIQ,MP,OC
Laguindingan International Airport,라긴딩안 국제공항,CGY,PH,AS
Cagayan North International Airport,카가얀 북부 국제공항,LLC,PH,AS
El Nido Airport,엘니도 공항,ENI,PH,AS
Barking Sands Airport,바킹 샌즈 공항,BKH,US,OC
Hana Airport,하나공항,HNM,US,OC
Kapalua Airport,카팔루아 공항,JHM,US,OC
Kalaeloa Airport,칼레로아 공항,JRF,US,OC
Ellison Onizuka Kona International Airport at Keahole,키홀의 엘리슨 오니즈카 코나 국제공항,KOA,US,OC
Lihue Airport,리후에 공항,LIH,US,OC
Kalaupapa Airport,칼라우파파 공항,LUP,US,OC
Molokai Airport,몰로카이 공항,MKK,US,OC
Waimea Kohala Airport,와이메아 코할라 공항,MUE,US,OC
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,카네오헤 베이 MCAS(매리언 E. 칼 필드) 공항,NGF,US,OC
Daniel K Inouye International Airport,다니엘 K 이노우에 국제공항,HNL,US,OC
Lanai Airport,라나이 공항,LNY,US,OC
Kahului International Airport,카훌루이 국제공항,OGG,US,NA
Port Allen Airport,포트 알렌 공항,PAK,US,OC
Hilo International Airport,힐로 국제공항,ITO,US,OC
Upolu Airport,우폴루 공항,UPP,US,OC
Campbellpore Airport,캠벨포어 공항,CWP,PK,AS
Gujrat Airport,구지라트 공항,GRT,PK,AS
Kadanwari Airport,카단와리 공항,KCF,PK,AS
Reko Diq Airport,레코 디크 공항,REQ,PK,AS
Eniwetok Airport,에니웨톡 공항,ENT,MH,OC
Marshall Islands International Airport,마샬 제도 국제공항,MAJ,MH,OC
Kaieteur International Airport,카이에퇴르 국제공항,KAI,GY,SA
Cassidy International Airport,캐시디 국제공항,CXI,KI,OC
Paiela Airport,파이엘라 공항,PLE,PG,OC
Tabuaeran Island Airport,타부에란 아일랜드 공항,TNV,KI,OC
Pimaga Airport,피마가 공항,PMP,PG,OC
Point Lay LRRS Airport,포인트 레이 LRRS 공항,PIZ,US,NA
Param Airport,파람 공항,PPX,PG,OC
Humacao Airport,우마카오 공항,HUC,PR,NA
Siocon Airport,시오콘 공항,XSO,PH,AS
Chuuk International Airport,추크 국제공항,TKK,FM,OC
Pohnpei International Airport,폰페이 국제공항,PNI,FM,OC
Babelthuap Airport,바벨투압 공항,ROR,PW,OC
Kosrae International Airport,코스라에 국제공항,KSA,FM,OC
Yap International Airport,얍 국제공항,YAP,FM,OC
Puas Airport,푸아스 공항,PUA,PG,OC
Kili Airport,킬리 공항,KIO,MH,OC
Pocheon Airport,포천공항,QJP,KR,AS
Rakanda Airport,라칸다 공항,RAA,PG,OC
Arawa Airport,아라와 공항,RAW,PG,OC
Oram Airport,오람공항,RAX,PG,OC
Raba Raba Airport,라바라바 공항,RBP,PG,OC
Kinmen Airport,진먼 공항,KNH,TW,AS
Matsu Nangan Airport,마쓰낭안 공항,LZN,TW,AS
Taitung Airport,타이둥 공항,TTT,TW,AS
Lyudao Airport,녹도 공항,GNI,TW,AS
Kaohsiung International Airport,가오슝 국제공항,KHH,TW,AS
Chiayi Airport,자이 공항,CYI,TW,AS
Hengchun Airport,헝춘 공항,HCN,TW,AS
Lanyu Airport,란위 공항,KYD,TW,AS
Taichung International Airport,타이중 국제공항,RMQ,TW,AS
Matsu Beigan Airport,Matsu Beigan Airport,MFK,TW,AS
Tainan International Airport,타이난 국제공항,TNN,TW,AS
Penghu Magong Airport,펑후 마공 공항,MZG,TW,AS
Pingtung North Airport,핑둥 북공항,PIF,TW,AS
Taipei Songshan Airport,타이베이 쑹산 공항,TSA,TW,AS
Taiwan Taoyuan International Airport,대만 타오위안 국제공항,TPE,TW,AS
Wang'an Airport,왕안 공항,WOT,TW,AS
Hualien Airport,화롄 공항,HUN,TW,AS
Red Devil Airport,레드 데빌 공항,RDV,US,NA
Alxa Right Banner Badanjilin Airport,알사 라이트 배너 바단질린 공항,RHT,CN,AS
Narita International Airport,나리타 국제공항,NRT,JP,AS
Shinshu-Matsumoto Airport,신슈마쓰모토 공항,MMJ,JP,AS
Kansai International Airport,간사이 국제공항,KIX,JP,AS
Nanki Shirahama Airport,난키 시라하마 공항,SHM,JP,AS
Kobe Airport,고베 공항,UKB,JP,AS
Konotori Tajima Airport,고노토리 타지마 공항,TJH,JP,AS
Tokachi-Obihiro Airport,도카치오비히로 공항,OBO,JP,AS
New Chitose Airport,신치토세 공항,CTS,JP,AS
Hakodate Airport,하코다테 공항,HKD,JP,AS
Kushiro Airport,쿠시로 공항,KUH,JP,AS
Memanbetsu Airport,메만베쓰 공항,MMB,JP,AS
Sapporo Okadama Airport,삿포로 오카다마 공항,OKD,JP,AS
Rebun Airport,레분 공항,RBJ,JP,AS
Wakkanai Airport,왓카나이 공항,WKJ,JP,AS
Amakusa Airport,아마쿠사 공항,AXJ,JP,AS
Tsushima Airport,쓰시마 공항,TSJ,JP,AS
Okushiri Airport,오쿠시리 공항,OIR,JP,AS
Rishiri Airport,리시리 공항,RIS,JP,AS
Fukue Airport,후쿠에 공항,FUJ,JP,AS
Fukuoka Airport,후쿠오카 공항,FUK,JP,AS
New Tanegashima Airport,신타네가시마 공항,TNE,JP,AS
Kagoshima Airport,카고시마 공항,KOJ,JP,AS
Miyazaki Airport,미야자키 공항,KMI,JP,AS
Oita Airport,오이타 공항,OIT,JP,AS
Kitakyushu Airport,기타큐슈 공항,KKJ,JP,AS
Saga Airport,사가 공항,HSG,JP,AS
Kumamoto Airport,구마모토 공항,KMJ,JP,AS
Nagasaki Airport,나가사키 공항,NGS,JP,AS
Chubu Centrair International Airport,중부국제공항,NGO,JP,AS
Amami Airport,아마미 공항,ASJ,JP,AS
Okinoerabu Airport,오키노에라부 공항,OKE,JP,AS
Kikai Airport,기카이 공항,KKX,JP,AS
Tokunoshima Airport,도쿠노시마 공항,TKN,JP,AS
Nagoya Airport,나고야 공항,NKM,JP,AS
Fukui Airport,후쿠이 공항,FKJ,JP,AS
Gifu Airport,기후 공항,QGU,JP,AS
Komatsu Airport,고마쓰 공항,KMQ,JP,AS
Oki Global Geopark Airport,오키세계지질공원 공항,OKI,JP,AS
Mount Fuji Shizuoka Airport,후지산 시즈오카 공항,FSZ,JP,AS
Toyama Airport,도야마공항,TOY,JP,AS
Noto Satoyama Airport,노토 사토야마 공항,NTQ,JP,AS
Hiroshima Airport,히로시마 공항,HIJ,JP,AS
Okayama Momotaro Airport,오카야마 모모타로 공항,OKJ,JP,AS
Izumo Enmusubi Airport,이즈모 엔무수비 공항,IZO,JP,AS
Yonago Kitaro Airport,요나고 기타로 공항,YGJ,JP,AS
Iwakuni Kintaikyo Airport,이와쿠니 킨타쿄 공항,IWK,JP,AS
Kochi Ryoma Airport,고치료마 공항,KCZ,JP,AS
Matsuyama Airport,마쓰야마 공항,MYJ,JP,AS
Osaka International Airport,오사카 국제공항,ITM,JP,AS
Tottori Sand Dunes Conan Airport,돗토리 사구 코난 공항,TTJ,JP,AS
Tokushima Awaodori Airport,도쿠시마 아와도리 공항,TKS,JP,AS
Takamatsu Airport,다카마츠 공항,TAK,JP,AS
Iwami Airport,이와미 공항,IWJ,JP,AS
Aomori Airport,아오모리 공항,AOJ,JP,AS
Yamagata Airport,야마가타 공항,GAJ,JP,AS
Sado Airport,사도공항,SDS,JP,AS
Fukushima Airport,후쿠시마 공항,FKS,JP,AS
Iwate Hanamaki Airport,이와테 하나마키 공항,HNA,JP,AS
Akita Airport,아키타 공항,AXT,JP,AS
Misawa Airport,미사와 공항,MSJ,JP,AS
Niigata Airport,니가타 공항,KIJ,JP,AS
Odate Noshiro Airport,오다테 노시로 공항,ONJ,JP,AS
Sendai Airport,센다이 공항,SDJ,JP,AS
Shonai Airport,쇼나이 공항,SYO,JP,AS
Hachijojima Airport,하치죠지마 공항,HAC,JP,AS
Oshima Airport,오시마 공항,OIM,JP,AS
Miyakejima Airport,미야케지마 공항,MYE,JP,AS
Tokyo Haneda International Airport,도쿄 하네다 국제공항,HND,JP,AS
Muan International Airport,무안국제공항,MWX,KR,AS
Gunsan Airport,군산공항,KUV,KR,AS
Yeosu Airport,여수공항,RSU,KR,AS
Gangneung Airport,강릉공항,KAG,KR,AS
Wonju Airport,원주공항,WJU,KR,AS
Yangyang International Airport,양양국제공항,YNY,KR,AS
Jeju International Airport,제주국제공항,CJU,KR,AS
Gimhae International Airport,김해국제공항,PUS,KR,AS
Sacheon Airport,사천공항,HIN,KR,AS
Ulsan Airport,울산공항,USN,KR,AS
Incheon International Airport,인천국제공항,ICN,KR,AS
Gimpo International Airport,김포국제공항,GMP,KR,AS
Pohang Airport,포항공항,KPO,KR,AS
Daegu Airport,대구공항,TAE,KR,AS
Cheongju International Airport,청주국제공항,CJJ,KR,AS
Kairuku Airport,다이버 공항,RKU,PG,OC
Rokeby Airport,로크비 공항,RKY,AU,OC
Rosella Plains Airport,로젤라 평원 공항,RLP,AU,OC
Rampart Airport,램파트 공항,RMP,US,NA
Naha Airport,나하공항,OKA,JP,AS
Kumejima Airport,쿠메지마 공항,UEO,JP,AS
Kerama Airport,케라마 공항,KJP,JP,AS
Minamidaito Airport,미나미다이토 공항,MMD,JP,AS
Miyako Airport,미야코 공항,MMY,JP,AS
Aguni Airport,아구니 공항,AGJ,JP,AS
Iejima Airport,이에지마 공항,IEJ,JP,AS
Hateruma Airport,하테루마 공항,HTR,JP,AS
Kitadaito Airport,기타다이토 공항,KTD,JP,AS
Miyako Shimojishima Airport,미야코 시모지시마 공항,SHI,JP,AS
Tarama Airport,타라마 공항,TRA,JP,AS
Yoron Airport,요론 공항,RNJ,JP,AS
Yonaguni Airport,요나구니 공항,OGN,JP,AS
Balesin Island Airport,발레신 섬 공항,BSI,PH,AS
Subic Bay International Airport / Naval Air Station Cubi Point,수빅 만 국제공항 / 해군 항공기지 큐비 포인트,SFS,PH,AS
Clark International Airport,클라크 국제공항,CRK,PH,AS
Laoag International Airport,라오아그 국제공항,LAO,PH,AS
Ninoy Aquino International Airport,니노이 아키노 국제공항,MNL,PH,AS
Cuyo Airport,쿠요 공항,CYU,PH,AS
Allah Valley Airport,알라 밸리 공항,AAV,PH,AS
Cotabato (Awang) Airport,코타바토(아왕) 공항,CBO,PH,AS
Francisco Bangoy International Airport,프란시스코 방고이 국제공항,DVO,PH,AS
Bancasi Airport,방카시 공항,BXU,PH,AS
Bislig Airport,비슬릭 공항,BPH,PH,AS
Dipolog Airport,디폴로그 공항,DPL,PH,AS
Camiguin Airport,카미긴 공항,CGM,PH,AS
Maria Cristina (Iligan) Airport,마리아 크리스티나(일리간) 공항,IGN,PH,AS
Jolo Airport,졸로 공항,JOL,PH,AS
Malabang Airport,말라방 공항,MLP,PH,AS
Sanga Sanga Airport,상가 상가 공항,TWT,PH,AS
Labo Airport,라보 공항,OZC,PH,AS
Pagadian Airport,파가디안 공항,PAG,PH,AS
Mati National Airport,데드 내셔널 공항,MXI,PH,AS
General Santos International Airport,제너럴 산토스 국제공항,GES,PH,AS
Surigao Airport,수리가오 공항,SUG,PH,AS
Cagayan de Sulu Airport,카가얀 데 술루 공항,CDY,PH,AS
Ipil Airport,이필 공항,IPE,PH,AS
Tandag Airport,탕 공항,TDG,PH,AS
Zamboanga International Airport,잠보앙가 국제공항,ZAM,PH,AS
Siargao Airport,시아르가오 공항,IAO,PH,AS
Cesar Lim Rodriguez (Taytay-Sandoval) Airport,세자르 림 로드리게스(따이따이-산도발) 공항,RZP,PH,AS
Bohol-Panglao International Airport,보홀 팡라오 국제공항,TAG,PH,AS
San Vicente Airport,산 비센테 공항,SWL,PH,AS
Loakan Airport,로아칸 공항,BAG,PH,AS
Daet Airport,푸드 에어포트,DTE,PH,AS
San Jose Airport,산호세 공항,SJI,PH,AS
Mamburao Airport,맘부라오 공항,MBO,PH,AS
Naga Airport,나가 공항,WNP,PH,AS
Basco Airport,바스크 공항,BSO,PH,AS
Dr Juan C Angara Airport,Dr Juan C 앙가라 공항,BQA,PH,AS
San Fernando Airport,산 페르난도 공항,SFE,PH,AS
Tuguegarao Airport,투게가라오 공항,TUG,PH,AS
Virac Airport,비락 공항,VRC,PH,AS
Marinduque Airport,마린두케 공항,MRQ,PH,AS
Cauayan Airport,카우아얀 공항,CYZ,PH,AS
Roper Valley Airport,로퍼 밸리 공항,RPV,AU,OC
Daniel Z. Romualdez Airport,다니엘 Z. 로무알데즈 공항,TAC,PH,AS
Bacolod-Silay Airport,바콜로드-실라이 공항,BCD,PH,AS
Calbayog Airport,칼바요그 공항,CYP,PH,AS
Sibulan Airport,시불란 공항,DGT,PH,AS
Godofredo P. Ramos Airport,고도프레도 P. 라모스 공항,MPH,PH,AS
Catarman National Airport,카타르만 국립공항,CRM,PH,AS
Iloilo International Airport,일로일로 국제공항,ILO,PH,AS
Moises R. Espinosa Airport,모이세스 R. 에스피노사 공항,MBT,PH,AS
Kalibo International Airport,칼리보 국제공항,KLO,PH,AS
Mactan Cebu International Airport,막탄 세부 국제공항,CEB,PH,AS
Ormoc Airport,오르모크 공항,OMC,PH,AS
Puerto Princesa International Airport,푸에르토 프린세사 국제공항,PPS,PH,AS
Roxas Airport,록사스 공항,RXS,PH,AS
Evelio Javier Airport,에벨리오 하비에르 공항,EUQ,PH,AS
Tugdan Airport,투그단 공항,TBH,PH,AS
Francisco B. Reyes (Busuanga) Airport,프란시스 B. 킹스(부수앙가) 공항,USU,PH,AS
Marromeu Airport,마로메우 공항,RRM,MZ,AF
Red Sea International Airport,홍해 국제공항,RSI,SA,AS
Nogliki Airport,노글리키 공항,NGK,RU,EU
Grozny Airport,그로즈니 공항,GRV,RU,EU
Typliy Klyuch Airport,티플리 클류치 공항,KDY,RU,EU
Motygino Airport,모티지노 공항,MJY,RU,AS
Aleksandrovsk-Sakhalinskiy Airport,알렉산드롭스크-사할린스키 공항,UHS,RU,EU
Velikiy Ustyug Airport,벨리키 우스튜그 공항,VUS,RU,EU
Ruti Airport,루티 공항,RUU,PG,OC
River Cess Airport and Heliport,리버 세스 공항 및 헬기장,RVC,LR,AF
Lopez Island Airport,로페즈 아일랜드 공항,LPS,US,NA
Miramar Airport,미라마르 공항,MJR,AR,SA
Comodoro Pierrestegui Airport,코모도로 피에르스테기 공항,COC,AR,SA
Gualeguaychu Airport,구알레과이추 공항,GHU,AR,SA
General Urquiza Airport,헤네랄 우르퀴사 공항,PRA,AR,SA
Rosario Islas Malvinas International Airport,로사리오 이슬라스 말비나스 국제공항,ROS,AR,SA
Sauce Viejo Airport,소스 비에호 공항,SFN,AR,SA
La Cumbre Airport,라 쿰브르 공항,LCM,AR,SA
La Plata Airport,라플라타 공항,LPG,AR,SA
El Palomar Airport,팔로마 공항,EPA,AR,SA
Minister Pistarini International Airport,미니스터 피스타리니 국제공항,EZE,AR,SA
Rafaela Airport,라파엘라 공항,RAF,AR,SA
Chos Malal Airport,초스 말랄 공항,HOS,AR,SA
Caviahue Airport,카비아우에 공항,CVH,AR,SA
Dr. Arturo H. Illia Airport,Dr. Arturo H. Illia 공항,GNR,AR,SA
Rincon De Los Sauces Airport,린콘 데 로스 사우세스 공항,RDS,AR,SA
Zapala Airport,자팔라 공항,APZ,AR,SA
Salamo Airport,살라모 공항,SAM,PG,OC
El Plumerillo Airport,엘 플루메릴로 공항,MDZ,AR,SA
Suboficial Ay Santiago Germano Airport,하사관 Ay Santiago Germano 공항,AFA,AR,SA
Coronel Felipe Varela International Airport,코로넬 펠리페 바렐라 국제공항,CTC,AR,SA
Capitan V A Almonacid Airport,Capitan VA Almonacid 공항,IRJ,AR,SA
Teniente Benjamin Matienzo Airport,벤자민 마티엔조 중위 공항,TUC,AR,SA
Domingo Faustino Sarmiento Airport,도밍고 파우스티노 사르미엔토 공항,UAQ,AR,SA
Ceres Airport,세레스 공항,CRR,AR,SA
Area De Material Airport,지역 드 머티리얼 공항,RCU,AR,SA
Villa Dolores Airport,빌라 돌로레스 공항,VDR,AR,SA
Villa Reynolds Airport,빌라 레이놀즈 에어포트,VME,AR,SA
Valle Del Conlara International Airport,발레 델 콘라라 국제공항,RLO,AR,SA
Corrientes Airport,코리엔테스 공항,CNQ,AR,SA
Resistencia International Airport,레시스텐시아 국제공항,RES,AR,SA
Paso De Los Libres Airport,파소 데 로스 리브레스 공항,AOL,AR,SA
Monte Caseros Airport,몬테 카세로스 공항,MCS,AR,SA
Libertador Gral D Jose De San Martin Airport,Libertador Gral D 호세 데 산 마르틴 공항,PSS,AR,SA
Salton Sea Airport,솔튼 씨 공항,SAS,US,NA
Martin Miguel De Guemes International Airport,마르틴 미겔 데 게메스 국제공항,SLA,AR,SA
Gobernador Horacio Guzman International Airport,호라시오 구즈만 주지사 국제공항,JUJ,AR,SA
