airport_name,airport_kr_name,airport_iata_code,airport_continent,airport_iso_country
Vero Beach Regional Airport,베로 비치 지역공항,VRB,NA,US
Hartness State Airport,하트니스 주립공항,VSF,NA,US
Gettysburg Regional Airport,게티즈버그 지역공항,GTY,NA,US
Sequim Valley Airport,세큄 밸리 공항,SQV,NA,US
Grant County Airport,그랜트 카운티 공항,PGC,NA,US
Wallops Flight Facility Airport,월롭스 비행 시설 공항,WAL,NA,US
Greene County Airport,그린 카운티 공항,WAY,NA,US
Wilkes Barre Wyoming Valley Airport,윌크스 바레 와이오밍 밸리 공항,WBW,NA,US
Enid Woodring Regional Airport,에니드 우드링 지역공항,WDG,NA,US
Barrow County Airport,배로우 카운티 공항,WDR,NA,US
Whiteman Airport,화이트맨 공항,WHP,NA,US
Willows Glenn County Airport,윌로우스 글렌 카운티 공항,WLW,NA,US
Winnemucca Municipal Airport,위네머카 시립공항,WMC,NA,US
Worland Municipal Airport,월랜드 시립공항,WRL,NA,US
Westerly State Airport,웨스털리 주립공항,WST,NA,US
Watsonville Municipal Airport,왓슨빌 시립공항,WVI,NA,US
Waterville Robert Lafleur Airport,워터빌 로버트 라플뢰르 공항,WVL,NA,US
Cape May County Airport,케이프메이 카운티 공항,WWD,NA,US
West Woodward Airport,웨스트우드워드 공항,WWR,NA,US
Kiwayu Airport,키와유 공항,KWY,AF,KE
Yellowstone Airport,옐로스톤 공항,WYS,NA,US
Tampa North Aero Park Airport,탬파 노스 에어로파크 공항,KYO,NA,US
Northwest Arkansas National Airport,노스웨스트 아칸소 국립공항,XNA,NA,US
West Branch Community Airport,웨스트 브랜치 커뮤니티 공항,WBK,NA,US
Willow Run Airport,윌로우 런 공항,YIP,NA,US
Chan Gurney Municipal Airport,찬 거니 시립공항,YKN,NA,US
Youngstown Warren Regional Airport,영스타운 워렌 지역공항,YNG,NA,US
Baikonur Krayniy Airport,바이코누르 크라니 공항,BXY,AS,KZ
Usharal Airport,우샤랄 공항,USJ,AS,KZ
Atbasar Airport,아트바사르 공항,ATX,AS,KZ
Kaintiba Airport,카인티바 공항,KZF,OC,PG
Zephyrhills Municipal Airport,제퍼힐스 시립공항,ZPH,NA,US
Zanesville Municipal Airport,제인스빌 시립공항,ZZV,NA,US
Grand Canyon Caverns Airport,그랜드 캐년 캐번스 공항,PGS,NA,US
Bokeo International Airport,보케오 국제공항,BOR,AS,LA
Dr. Antonio Agostinho Neto International Airport,안토니오 아고스티뉴 네토 박사 국제공항,NBJ,AF,AO
Tirana International Airport Mother Teresa,티라나 국제공항 마더 테레사,TIA,EU,AL
Burgas Airport,부르가스 공항,BOJ,EU,BG
Gorna Oryahovitsa Airport,고르나 오리아호비차 공항,GOZ,EU,BG
Luabo Airport,루아보 공항,LBM,AF,MZ
Plovdiv International Airport,플로브디프 국제공항,PDV,EU,BG
Ruse Airport,루세 공항,ROU,EU,BG
Sofia Airport,소피아 공항,SOF,EU,BG
Stara Zagora Airport,스타라 자고라 공항,SZR,EU,BG
Varna Airport,바르나 공항,VAR,EU,BG
Larnaca International Airport,라르나카 국제공항,LCA,AS,CY
Loncopue Airport,롱코푸 공항,LCP,SA,AR
Paphos International Airport,파포스 국제공항,PFO,AS,CY
Osijek Airport,오시예크 공항,OSI,EU,HR
Pula Airport,풀라 공항,PUY,EU,HR
Rijeka Airport,리예카 공항,RJK,EU,HR
Split Airport,스플리트 공항,SPU,EU,HR
Lansdowne Airport,랜스다운 공항,LDW,OC,AU
Zagreb Airport,자그레브 공항,ZAG,EU,HR
Zadar Airport,자다르 공항,ZAD,EU,HR
Albacete Airport,알바세테 공항,ABC,EU,ES
Asturias Airport,아스투리아스 공항,OVD,EU,ES
Bilbao Airport,빌바오 공항,BIO,EU,ES
Burgos Airport,부르고스 공항,RGS,EU,ES
Josep Tarradellas Barcelona-El Prat Airport,Josep Tarradellas 바르셀로나-엘프라트 공항,BCN,EU,ES
Badajoz Airport,바다호스 공항,BJZ,EU,ES
Lleida-Alguaire Airport,레이다-알과이어 공항,ILD,EU,ES
Girona-Costa Brava Airport,지로나-코스타 브라바 공항,GRO,EU,ES
Huesca-Pirineos Airport,우에스카-피리네오스 공항,HSK,EU,ES
Ibiza Airport,이비자 공항,IBZ,EU,ES
Jerez Airport,헤레스 공항,XRY,EU,ES
San Javier Airport,산 하비에르 공항,MJV,EU,ES
Menorca Airport,메노르카 공항,MAH,EU,ES
Lekoni Airport,레코니 공항,LEO,AF,GA
Palma de Mallorca Airport,팔마 데 마요르카 공항,PMI,EU,ES
Pamplona Airport,팜플로나 공항,PNA,EU,ES
Ciudad Real International Airport,시우다드 레알 국제공항,CQM,EU,ES
Reus Airport,레우스 공항,REU,EU,ES
Rota Naval Station Airport,로타 해군기지 공항,ROZ,EU,ES
Salamanca Airport,살라망카 공항,SLM,EU,ES
Pirineus - la Seu d'Urgel Airport,피레네 산맥 - Seu d'Urgel 공항,LEU,EU,ES
Teruel Airport,테루엘 공항,TEV,EU,ES
Valencia Airport,발렌시아 공항,VLC,EU,ES
Valladolid Airport,바야돌리드 공항,VLL,EU,ES
Vitoria Airport,비토리아 공항,VIT,EU,ES
Vigo Airport,비고 공항,VGO,EU,ES
Seve Ballesteros-Santander Airport,세베 발레스테로스-산탄데르 공항,SDR,EU,ES
Zaragoza Airport,사라고사 공항,ZAZ,EU,ES
Sevilla Airport,세비야 공항,SVQ,EU,ES
Dieppe-Saint-Aubin Airport,디에프생토뱅 공항,DPE,EU,FR
Calais-Dunkerque Airport,칼레-덩케르크 공항,CQF,EU,FR
Albert-Picardie Airport,알베르-피카르디 공항,BYF,EU,FR
Agen-La Garenne Airport,아쟁-라 가렌 공항,AGF,EU,FR
Poitiers-Biard Airport,푸아티에-비아르 공항,PIS,EU,FR
Limoges Airport,리모주 공항,LIG,EU,FR
Niort - Marais Poitevin Airport,니오르 - 마레 푸아테뱅 공항,NIT,EU,FR
Toulouse-Blagnac Airport,툴루즈-블라냐크 공항,TLS,EU,FR
Biarritz-Anglet-Bayonne Airport,비아리츠-앙글레-바욘 공항,BIQ,EU,FR
Castres-Mazamet Airport,카스트레-마자메 공항,DCM,EU,FR
Rochefort-Saint-Agnant (BA 721) Airport,로슈포르-생-아냥 (BA 721) 공항,RCO,EU,FR
Ouessant Airport,외상 공항,OUI,EU,FR
Colmar-Houssen Airport,콜마르-호센 공항,CMR,EU,FR
Dole-Tavaux Airport,돌-타보 공항,DLE,EU,FR
Metz-Nancy-Lorraine Airport,메츠-낭시-로렌 공항,ETZ,EU,FR
Angers-Loire Airport,앙제-루아르 공항,ANE,EU,FR
Bastia-Poretta Airport,바스티아-포레타 공항,BIA,EU,FR
Calvi-Sainte-Catherine Airport,칼비-생트-캐서린 공항,CLY,EU,FR
Figari Sud-Corse Airport,피가리 쉬드 코르스 공항,FSC,EU,FR
Propriano Airport,프로프리아노 공항,PRP,EU,FR
Auxerre-Branches Airport,오세르-브랜치 공항,AUF,EU,FR
Clermont-Ferrand Auvergne Airport,클레르몽페랑 오베르뉴 공항,CFE,EU,FR
Bourges Airport,부르주 공항,BOU,EU,FR
Saint-Yan Airport,세인트얀 공항,SYT,EU,FR
Roanne-Renaison Airport,로안-르네종 공항,RNE,EU,FR
Annecy Haute-Savoie Mont Blanc Airport,안시 오트사부아 몽블랑 공항,NCY,EU,FR
Valence-Chabeuil Airport,발랑스-샤뵈이 공항,VAF,EU,FR
Vichy-Charmeil Airport,비시 카르멜 공항,VHY,EU,FR
Aurillac Airport,오리야크 공항,AUR,EU,FR
Lyon-Bron Airport,리옹 브롱 공항,LYN,EU,FR
Cannes-Mandelieu Airport,칸 망들리외 공항,CEQ,EU,FR
Carcassonne Airport,카르카손 공항,CCF,EU,FR
Marseille Provence Airport,마르세유 프로방스 공항,MRS,EU,FR
Le Castellet Airport,르 카스텔레 공항,CTT,EU,FR
Avignon-Caumont Airport,아비뇽-코몽 공항,AVN,EU,FR
Paris-Beauvais Airport,파리-보베 공항,BVA,EU,FR
Le Havre-Octeville Airport,르아브르-옥트빌 공항,LEH,EU,FR
Les Sables-d'Olonne Talmont Airport,레 사블-돌론 탈몽 공항,LSO,EU,FR
Tours-Val-de-Loire Airport,투르발드루아르 공항,TUF,EU,FR
Laval-Entrammes Airport,라발-앙트라메스 공항,LVA,EU,FR
Paris-Le Bourget Airport,파리 르 부르제 공항,LBG,EU,FR
Charles de Gaulle International Airport,샤를드골 국제공항,CDG,EU,FR
Toussus-le-Noble Airport,투수르노블 공항,TNF,EU,FR
Paris-Orly Airport,파리 오를리 공항,ORY,EU,FR
Nevers-Fourchambault Airport,느베르-푸르샹보 공항,NVS,EU,FR
Lille Airport,릴 공항,LIL,EU,FR
Merville-Calonne Airport,메르빌-칼론 공항,HZB,EU,FR
Brest Bretagne Airport,브레스트 브리타니 공항,BES,EU,FR
Cherbourg-Maupertus Airport,셰르부르-모페르투스 공항,CER,EU,FR
Dinard-Pleurtuit-Saint-Malo Airport,디나르-플뢰르투-생말로 공항,DNR,EU,FR
La Baule-Escoublac Airport,라 볼-에스코블락 공항,LBY,EU,FR
Granville Airport,그랜빌 공항,GFR,EU,FR
Deauville-Saint-Gatien Airport,도빌-생-가티앙 공항,DOL,EU,FR
Lorient South Brittany (Bretagne Sud) Airport,로리앙 사우스 브리타니(사우스 브리타니) 공항,LRT,EU,FR
La Roche-sur-Yon Airport,라로슈쉬르용 공항,EDM,EU,FR
Caen-Carpiquet Airport,캉 카르피케 공항,CFR,EU,FR
Le Mans-Arnage Airport,르망 아르나주 공항,LME,EU,FR
Rennes-Saint-Jacques Airport,렌생자크 공항,RNS,EU,FR
Quimper-Cornouaille Airport,캉페르 코르누아이유 공항,UIP,EU,FR
Nantes Atlantique Airport,낭트 아틀랑티크 공항,NTE,EU,FR
Saint-Brieuc-Armor Airport,생 브리외 아머 공항,SBK,EU,FR
Morlaix-Ploujean Airport,몰라익플루장 공항,MXN,EU,FR
Vannes-Meucon Airport,반-뫼콘 공항,VNE,EU,FR
Saint-Nazaire-Montoir Airport,생나제르몽투아르 공항,SNR,EU,FR
EuroAirport Basel-Mulhouse-Freiburg,유로에어포트 바젤-뮐루즈-프라이부르크,BSL,EU,FR
Dijon-Bourgogne Airport,디종-부르고뉴 공항,DIJ,EU,FR
Nancy-Essey Airport,낸시-에세이 공항,ENC,EU,FR
Strasbourg Airport,스트라스부르 공항,SXB,EU,FR
Miquelon Airport,미클롱 공항,MQC,NA,PM
St Pierre Airport,세인트 피에르 공항,FSP,NA,PM
Alexandroupoli Democritus Airport,알렉산드로폴리 데모크리투스 공항,AXD,EU,GR
Athens Eleftherios Venizelos International Airport,아테네 엘레프테리오스 베니젤로스 국제공항,ATH,EU,GR
Nea Anchialos National Airport,네아 안키알로스 국립공항,VOL,EU,GR
Mulan Airport,뮬란 공항,LGE,OC,AU
Chios Island National Airport,키오스섬 국립공항,JKH,EU,GR
Ikaria Airport,이카리아 공항,JIK,EU,GR
Ioannina King Pyrrhus National Airport,이오안니나 킹 피루스 국립공항,IOA,EU,GR
Heraklion International Nikos Kazantzakis Airport,이라클리온 국제 니코스 카잔차키스 공항,HER,EU,GR
Kastoria National Airport Aristotle,카스토리아 국립공항 아리스토텔레스,KSO,EU,GR
Kithira Airport,키티라 공항,KIT,EU,GR
Kefallinia Airport,케팔로니아 공항,EFL,EU,GR
Kastelorizo Airport,카스텔로리조 공항,KZS,AS,GR
Kalamata Airport,칼라마타 공항,KLX,EU,GR
Kos Airport,코스 공항,KGS,EU,GR
Karpathos Airport,카르파토스 공항,AOK,EU,GR
Corfu Ioannis Kapodistrias International Airport,코르푸 이오아니스 카포디스트리아스 국제공항,CFU,EU,GR
Kasos Airport,카소스 공항,KSJ,EU,GR
Kavala Alexander the Great International Airport,카발라 알렉산더 대왕 국제공항,KVA,EU,GR
Kalymnos Airport,칼림노스 공항,JKL,EU,GR
Kozani National Airport Filippos,코자니 국립공항 필리포스,KZI,EU,GR
Leros Airport,레로스 공항,LRS,EU,GR
Limnos Airport,림노스 공항,LXS,EU,GR
Mykonos Island National Airport,미코노스섬 국립공항,JMK,EU,GR
Milos Airport,밀로스 공항,MLO,EU,GR
Mytilene International Airport,미틸레네 국제공항,MJT,EU,GR
Linga Linga Airport,링가 링가 공항,LGN,OC,PG
Naxos Apollon Airport,낙소스 아폴론 공항,JNX,AS,GR
Bicol International Airport,비콜 국제공항,DRP,AS,PH
Paros National Airport,파로스 국립공항,PAS,EU,GR
Astypalaia Airport,아스티팔라이아 공항,JTY,EU,GR
Aktion National Airport,액션 내셔널 공항,PVK,EU,GR
Diagoras Airport,디아고라스 공항,RHO,EU,GR
Patras Araxos Agamemnon Airport,파트라스 아락소스 아가멤논 공항,GPA,EU,GR
Chania International Airport,카니아 국제공항,CHQ,EU,GR
Skiathos Island National Airport,스키아토스 섬 국립공항,JSI,EU,GR
Samos Airport,사모스 공항,SMI,EU,GR
Syros Airport,시로스 공항,JSY,EU,GR
Sparti Airport,스파르티 공항,SPJ,AS,GR
Santorini Airport,산토리니 공항,JTR,EU,GR
Sitia Airport,시티아 공항,JSH,EU,GR
Skiros Airport,스키로스 공항,SKU,EU,GR
Thessaloniki Macedonia International Airport,테살로니키 마케도니아 국제공항,SKG,EU,GR
Zakynthos International Airport Dionysios Solomos,자킨토스 국제공항 디오니시오스 솔로모스,ZTH,EU,GR
Budapest Liszt Ferenc International Airport,부다페스트 프란츠 리스트 국제공항,BUD,EU,HU
Debrecen International Airport,데브레첸 국제공항,DEB,EU,HU
Crotone Airport,크로토네 공항,CRV,EU,IT
"Foggia ""Gino Lisa"" Airport","Foggia ""지노 리사"" 공항",FOG,EU,IT
"Taranto-Grottaglie ""Marcello Arlotta"" Airport","Taranto-Grottaglie ""Marcello Arlotta"" 공항",TAR,EU,IT
Abruzzo Airport,아브루초 공항,PSR,EU,IT
Brindisi Airport,브린디시 공항,BDS,EU,IT
Lamezia Terme Airport,라메지아 테르메 공항,SUF,EU,IT
Comiso Airport,코미소 공항,CIY,EU,IT
Catania-Fontanarossa Airport,카타니아-폰타나로사 공항,CTA,EU,IT
Lampedusa Airport,람페두사 공항,LMP,EU,IT
Pantelleria Airport,판텔레리아 공항,PNL,EU,IT
Reggio Calabria Airport,레지오 칼라브리아 공항,REG,EU,IT
Vincenzo Florio Airport Trapani-Birgi,빈센조 플로리오 공항 트라파니-비르기,TPS,EU,IT
Belluno Arturo dell'Oro Airport,벨루노 아르투로 델로로 공항,BLX,EU,IT
Ravenna Airport,라벤나 공항,RAN,EU,IT
Alghero-Fertilia Airport,알게로-페르틸리아 공항,AHO,EU,IT
Cagliari Elmas Airport,칼리아리 엘마스 공항,CAG,EU,IT
Olbia Costa Smeralda Airport,올비아 코스타 스메랄다 공항,OLB,EU,IT
Oristano-Fenosu Airport,오리스타노-페노수 공항,FNU,EU,IT
Milan Malpensa International Airport,밀라노 말펜사 국제공항,MXP,EU,IT
Milan Bergamo Airport,밀라노 베르가모 공항,BGY,EU,IT
Turin Airport,토리노 공항,TRN,EU,IT
Riviera Villanova d'Albenga International Airport,리비에라 빌라노바 달벤가 국제공항,ALL,EU,IT
Genoa Cristoforo Colombo Airport,제노바 크리스토포로 콜롬보 공항,GOA,EU,IT
Milano Linate Airport,밀라노 리나테 공항,LIN,EU,IT
Parma Airport,파르마 공항,PMF,EU,IT
Aosta Corrado Gex Airport,아오스타 코라도 젝스 공항,AOT,EU,IT
Cuneo International Airport,쿠네오 국제공항,CUF,EU,IT
Bolzano Airport,볼차노 공항,BZO,EU,IT
Bologna Guglielmo Marconi Airport,볼로냐 굴리엘모 마르코니 공항,BLQ,EU,IT
Treviso Antonio Canova Airport,트레비소 안토니오 카노바 공항,TSF,EU,IT
Brescia Gabriele d'Annunzio Airport,브레시아 가브리엘레 단눈치오 공항,VBS,EU,IT
Federico Fellini International Airport,페데리코 펠리니 국제공항,RMI,EU,IT
Verona Villafranca Valerio Catullo Airport,베로나 빌라프랑카 발레리오 카툴로 공항,VRN,EU,IT
Venice Marco Polo Airport,베니스 마르코 폴로 공항,VCE,EU,IT
Lucca-Tassignano Airport,루카-타시나노 공항,LCV,EU,IT
Siena-Ampugnano Airport,시에나 암푸냐노 공항,SAY,EU,IT
Salerno Costa d'Amalfi Airport,살레르노 코스타 다말피 공항,QSR,EU,IT
Marina Di Campo Airport,마리나 디 캄포 공항,EBA,EU,IT
Naples International Airport,나폴리 국제공항,NAP,EU,IT
Pisa International Airport,피사 국제공항,PSA,EU,IT
Peretola Airport,페레톨라 공항,FLR,EU,IT
Maribor Edvard Rusjan Airport,마리보르 에드바르트 루시안 공항,MBX,EU,SI
Lekana Airport,레카나 공항,LKC,AF,CG
Kunovice Airport,쿠노비체 공항,UHE,EU,CZ
Karlovy Vary Airport,카를로비바리 공항,KLV,EU,CZ
Olomouc Airport,올로모우츠 공항,OLO,EU,CZ
Pardubice Airport,파르두비체 공항,PED,EU,CZ
Vodochody Airport,보도코디 공항,VOD,EU,CZ
Ben Gurion International Airport,벤구리온 국제공항,TLV,AS,IL
Beersheba (Teyman) Airport,베르셰바(테이만) 공항,BEV,AS,IL
Ramon International Airport,라몬 국제공항,ETM,AS,IL
La Lima - Reginaldo Hammer Airport,라 리마 – 레지날도 해머 공항,LLH,NA,HN
Haifa International Airport,하이파 국제공항,HFA,AS,IL
Rosh Pina Airport,로시 피나 공항,RPN,AS,IL
Kiryat Shmona Airport,키르야트 시모나 공항,KSW,AS,IL
Lissadell Airport,리사델 공항,LLL,OC,AU
Ovda Airport,오브다 공항,VDA,AS,IL
Malta International Airport,몰타 국제공항,MLA,EU,MT
Madivaru Airport,마디바루 공항,LMV,AS,MV
Palma Airport,팔마 공항,LMZ,AF,MZ
Lengbati Airport,렝바티 공항,LNC,OC,PG
Munbil Airport,문빌 공항,LNF,OC,PG
Langimar Airport,랑기마르 공항,LNM,OC,PG
Francisco Primo de Verdad y Ramos Airport,프란시스코 프리모 데 베르다드 이 라모스 공항,LOM,NA,MX
Graz Airport,그라츠 공항,GRZ,EU,AT
Innsbruck Airport,인스부르크 공항,INN,EU,AT
Klagenfurt Airport,클라겐푸르트 공항,KLU,EU,AT
Salzburg Airport,잘츠부르크 공항,SZG,EU,AT
Vienna International Airport,비엔나 국제공항,VIE,EU,AT
Santa Maria Airport,산타마리아 공항,SMA,EU,PT
Beja Airport / Airbase,베자 공항/공군기지,BYJ,EU,PT
Corvo Airport,코르보 공항,CVU,EU,PT
Cascais Airport,카스카이스 공항,CAT,EU,PT
Flores Airport,플로레스 공항,FLW,EU,PT
Faro Airport,파로 공항,FAO,EU,PT
Graciosa Airport,그라시오사 공항,GRW,EU,PT
Horta Airport,오르타 공항,HOR,EU,PT
Lajes Airport,라헤스 공항,TER,EU,PT
Madeira International Airport,마데이라 국제공항,FNC,EU,PT
Pico Airport,피코 공항,PIX,EU,PT
Porto Santo Airport,포르투 산투 공항,PXO,EU,PT
Humberto Delgado Airport (Lisbon Portela Airport),움베르토 델가도 공항(리스본 포르텔라 공항),LIS,EU,PT
